moodys_bvd_id,company_name,risk_level,sector,year,Join_Year,esg_overall,esg_industry_adjusted,env_score,env_weight,social_score,social_weight,gov_score,gov_weight,industry_min,industry_max
MY674582-A,Adnex Interior Solution Sdn. Bhd.,Do not source,Construction,2022,2023,5.0,5.0,5.0,30.0,4.0,35.0,6.0,35.0,2.0,8.0
MY906736-W,Mediconnexions Consulting Sdn. Bhd.,Do not source,"Public Administration, Education, Health Social Services",2022,2023,8.0,10.0,8.0,5.0,9.0,60.0,6.0,35.0,3.0,7.0
NL02063506,PaperFoam B.V.,Do not source,"Wood, Furniture & Paper Manufacturing",2024,2025,3.0,0.0,1.0,55.0,6.0,12.0,6.0,33.0,3.0,7.0
NL04031409,Pharmaceutical Research Associates Group B.V.,Take caution,Biotechnology and Life Sciences,2022,2023,5.0,4.0,8.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
NL06079149,IGS B.V.,Take caution,Business Services,2023,2024,6.0,8.0,4.0,17.0,8.0,25.0,6.0,58.0,2.0,7.0
NL20060778,PHC Europe B.V.,Take caution,Wholesale,2023,2024,5.0,5.0,5.0,5.0,5.0,28.0,6.0,67.0,3.0,7.0
NL20060778,PHC Europe B.V.,Take caution,Wholesale,2024,2025,5.0,4.0,9.0,5.0,2.0,28.0,6.0,67.0,3.0,7.0
NL20073278,Repligen Europe B.V.,Go ahead,Wholesale,2023,2024,5.0,5.0,9.0,5.0,3.0,28.0,6.0,67.0,3.0,7.0
NL20073278,Repligen Europe B.V.,Go ahead,Wholesale,2024,2025,5.0,5.0,9.0,5.0,3.0,28.0,6.0,67.0,3.0,7.0
NL23044580,The Medical Export Group B.V.,Take caution,Wholesale,2022,2023,5.0,4.0,10.0,5.0,2.0,28.0,6.0,67.0,3.0,7.0
NL24134696,Univar Solutions B.V.,Go ahead,Wholesale,2024,2025,6.0,6.0,4.0,23.0,8.0,23.0,6.0,54.0,3.0,7.0
NL24134696,Univar Solutions B.V.,Go ahead,Wholesale,2022,2023,6.0,6.0,4.0,23.0,7.0,23.0,6.0,54.0,3.0,7.0
NL32059695,Thermo Fisher Scientific B.V.,Go ahead,Wholesale,2023,2024,5.0,5.0,4.0,23.0,6.0,23.0,5.0,54.0,3.0,7.0
NL32059695,Thermo Fisher Scientific B.V.,Go ahead,Wholesale,2024,2025,5.0,5.0,4.0,23.0,6.0,23.0,5.0,54.0,3.0,7.0
NL33170905,Stichting International Dispensary Association,Take caution,Wholesale,2023,2024,5.0,5.0,10.0,5.0,3.0,28.0,5.0,67.0,3.0,7.0
NL33170905,Stichting International Dispensary Association,Take caution,Wholesale,2024,2025,5.0,4.0,10.0,5.0,3.0,28.0,5.0,67.0,3.0,7.0
NL33260847,Cisco Systems Management B.V.,Take caution,Business Services,2023,2024,5.0,4.0,8.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
NL33260847,Cisco Systems Management B.V.,Take caution,Business Services,2024,2025,5.0,4.0,8.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
NL34127518,Corning B.V.,Take caution,"Leather, Stone, Clay & Glass products",2023,2024,4.0,2.0,2.0,40.0,5.0,25.0,6.0,35.0,4.0,7.0
NL34127518,Corning B.V.,Take caution,"Leather, Stone, Clay & Glass products",2024,2025,4.0,2.0,2.0,40.0,5.0,25.0,6.0,35.0,4.0,7.0
NL34127518,Corning B.V.,Take caution,"Leather, Stone, Clay & Glass products",2022,2023,4.0,2.0,4.0,40.0,4.0,25.0,6.0,35.0,4.0,7.0
NL34273978,STX Commodities B.V.,Take caution,Utilities,2023,2024,5.0,5.0,5.0,54.0,5.0,13.0,6.0,33.0,3.0,8.0
NL34273978,STX Commodities B.V.,Take caution,Utilities,2024,2025,6.0,6.0,7.0,54.0,2.0,13.0,6.0,33.0,3.0,8.0
NL34273978,STX Commodities B.V.,Take caution,Utilities,2025,2026,6.0,6.0,7.0,54.0,1.0,13.0,6.0,33.0,3.0,8.0
NL50242423,SkyNRG B.V.,Do not source,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,3.0,2.0,48.0,8.0,15.0,6.0,37.0,3.0,7.0
NL57822883,Aspen Oss B.V.,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,3.0,9.0,3.0,58.0,5.0,33.0,2.0,6.0
NL57822883,Aspen Oss B.V.,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
NL57822883,Aspen Oss B.V.,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2025,2026,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
NL74007157,Synexa Life Sciences B.V.,Take caution,Business Services,2022,2023,3.0,2.0,0.0,13.0,3.0,54.0,6.0,33.0,2.0,7.0
NO811577022,Zirq Cables AS,Go ahead,Waste Management & Treatment,2023,2024,5.0,5.0,2.0,5.0,5.0,40.0,6.0,55.0,3.0,8.0
NO811577022,Zirq Cables AS,Go ahead,Waste Management & Treatment,2024,2025,5.0,5.0,2.0,5.0,5.0,40.0,6.0,55.0,3.0,8.0
NO879557992,HAI Interaktiv AS,Take caution,Business Services,2023,2024,4.0,4.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
NO879557992,HAI Interaktiv AS,Take caution,Business Services,2024,2025,4.0,4.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
NO895623032,Borregaard AS,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
NO895623032,Borregaard AS,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
NO898736032,Norner AS,Go ahead,Biotechnology and Life Sciences,2023,2024,5.0,4.0,7.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
NO898736032,Norner AS,Go ahead,Biotechnology and Life Sciences,2024,2025,5.0,4.0,7.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
NO921141130,Lifeness AS,Take caution,Computer Software,2023,2024,4.0,5.0,6.0,16.0,3.0,47.0,6.0,37.0,2.0,7.0
NO921141130,Lifeness AS,Take caution,Computer Software,2024,2025,4.0,5.0,6.0,16.0,3.0,47.0,6.0,37.0,2.0,7.0
NO963538952,Triolab AS,Go ahead,Wholesale,2023,2024,5.0,5.0,9.0,5.0,3.0,28.0,6.0,67.0,3.0,7.0
NO963538952,Triolab AS,Go ahead,Wholesale,2024,2025,5.0,5.0,9.0,5.0,3.0,28.0,6.0,67.0,3.0,7.0
NO998753562,Borregaard ASA,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
NO998753562,Borregaard ASA,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
PL140045540,Steripack Medical Poland Sp. z o.o.,Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,5.0,3.0,9.0,5.0,4.0,56.0,5.0,39.0,3.0,7.0
PL140045540,Steripack Medical Poland Sp. z o.o.,Take caution,"Industrial, Electric & Electronic Machinery",2024,2025,5.0,4.0,9.0,5.0,4.0,56.0,5.0,39.0,3.0,7.0
PL180409413,Simply Travel Sp. z o.o.,Go ahead,"Travel, Personal & Leisure",2023,2024,4.0,4.0,8.0,27.0,1.0,36.0,5.0,37.0,3.0,7.0
PL180409413,Simply Travel Sp. z o.o.,Go ahead,"Travel, Personal & Leisure",2024,2025,4.0,4.0,8.0,27.0,1.0,36.0,5.0,37.0,3.0,7.0
PT500109753,"Iberfar - Industria Farmaceutica, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
PT500109753,"Iberfar - Industria Farmaceutica, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
PT500135495,"Hovione Farmaciencia, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,3.0,3.0,9.0,3.0,58.0,6.0,33.0,2.0,6.0
PT500135495,"Hovione Farmaciencia, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,1.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
PT500135495,"Hovione Farmaciencia, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2025,2026,3.0,3.0,1.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
PT505282801,"Bluepharma - Industria Farmaceutica, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
PT505282801,"Bluepharma - Industria Farmaceutica, S.A.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
PT505282950,"Bluepharma, Sgps, S.A.",Go ahead,Business Services,2023,2024,4.0,3.0,0.0,13.0,4.0,54.0,5.0,33.0,2.0,7.0
PT505282950,"Bluepharma, Sgps, S.A.",Go ahead,Business Services,2024,2025,4.0,3.0,0.0,13.0,4.0,54.0,5.0,33.0,2.0,7.0
RS21020940,Boticom Best Deal DOO BEOGRAD,Go ahead,Computer Software,2023,2024,5.0,5.0,5.0,16.0,4.0,47.0,5.0,37.0,2.0,7.0
RS21020940,Boticom Best Deal DOO BEOGRAD,Go ahead,Computer Software,2024,2025,5.0,5.0,5.0,16.0,4.0,47.0,5.0,37.0,2.0,7.0
SA0046072258,AL Mosafer International FOR Travel and Tourism Company,Take caution,"Travel, Personal & Leisure",2023,2024,4.0,4.0,6.0,27.0,4.0,36.0,4.0,37.0,3.0,7.0
SA0049131181,Saudi Biotechnology Manufacturing Company (Closed Joint Stock),Do not source,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,2.0,1.0,0.0,9.0,2.0,58.0,4.0,33.0,2.0,6.0
SA0049131181,Saudi Biotechnology Manufacturing Company (Closed Joint Stock),Do not source,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,2.0,1.0,0.0,9.0,2.0,58.0,4.0,33.0,2.0,6.0
SA0119747831,Highlights Company FOR Organizing Exhibitions and Conferences,Do not source,Media & Broadcasting,2022,2023,4.0,2.0,7.0,5.0,3.0,47.0,4.0,48.0,3.0,7.0
SE2321000131,Vaestra Goetalandsregionen,Take caution,"Public Administration, Education, Health Social Services",2023,2024,4.0,2.0,7.0,5.0,3.0,60.0,5.0,35.0,3.0,7.0
SE2321000131,Vaestra Goetalandsregionen,Take caution,"Public Administration, Education, Health Social Services",2024,2025,4.0,2.0,7.0,5.0,3.0,60.0,5.0,35.0,3.0,7.0
SE5560160680,Telefonaktiebolaget LM Ericsson AB,Go ahead,Communications,2023,2024,4.0,3.0,4.0,16.0,3.0,47.0,6.0,37.0,3.0,6.0
SE5560160680,Telefonaktiebolaget LM Ericsson AB,Go ahead,Communications,2024,2025,4.0,3.0,4.0,16.0,3.0,47.0,6.0,37.0,3.0,6.0
SE5560362138,Vattenfall AB,Go ahead,Utilities,2023,2024,5.0,4.0,5.0,36.0,3.0,23.0,6.0,41.0,3.0,8.0
SE5560362138,Vattenfall AB,Go ahead,Utilities,2024,2025,5.0,4.0,5.0,36.0,3.0,23.0,6.0,41.0,3.0,8.0
SE5560439787,Nordmann Nordic AB,Go ahead,Wholesale,2023,2024,6.0,7.0,4.0,23.0,8.0,23.0,6.0,54.0,3.0,7.0
SE5560439787,Nordmann Nordic AB,Go ahead,Wholesale,2024,2025,6.0,7.0,4.0,23.0,8.0,23.0,6.0,54.0,3.0,7.0
SE5561081554,Mm Eson Pac AB,Go ahead,"Wood, Furniture & Paper Manufacturing",2023,2024,4.0,0.0,2.0,55.0,5.0,12.0,6.0,33.0,4.0,7.0
SE5561081554,Mm Eson Pac AB,Go ahead,"Wood, Furniture & Paper Manufacturing",2024,2025,4.0,0.0,3.0,55.0,5.0,12.0,6.0,33.0,4.0,7.0
SE5561948539,Imcd Sweden AB,Go ahead,Wholesale,2023,2024,6.0,7.0,3.0,23.0,9.0,23.0,6.0,54.0,3.0,7.0
SE5561948539,Imcd Sweden AB,Go ahead,Wholesale,2024,2025,6.0,7.0,3.0,23.0,9.0,23.0,6.0,54.0,3.0,7.0
SE5562467737,Emballator Mellerud AB,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,0.0,3.0,55.0,5.0,12.0,6.0,33.0,4.0,7.0
SE5562467737,Emballator Mellerud AB,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,0.0,3.0,55.0,5.0,12.0,6.0,33.0,4.0,7.0
SE5563897254,Polypeptide Laboratories (Sweden) AB,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
SE5563897254,Polypeptide Laboratories (Sweden) AB,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
SE5563931020,Avient Colorants Sweden AB,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
SE5563931020,Avient Colorants Sweden AB,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
SE5564128451,Miclev Medical Products AB,Go ahead,Wholesale,2023,2024,5.0,5.0,5.0,5.0,5.0,28.0,6.0,67.0,3.0,7.0
SE5564128451,Miclev Medical Products AB,Go ahead,Wholesale,2024,2025,5.0,5.0,8.0,5.0,2.0,28.0,6.0,67.0,3.0,7.0
SE5564391323,Automations Partner i Helsingborg Aktiebolag,Go ahead,Business Services,2023,2024,6.0,8.0,4.0,17.0,8.0,25.0,6.0,58.0,2.0,7.0
SE5564391323,Automations Partner i Helsingborg Aktiebolag,Go ahead,Business Services,2024,2025,6.0,8.0,4.0,17.0,8.0,25.0,6.0,58.0,2.0,7.0
SE5564415882,Saniflex Aktiebolag,Go ahead,Wholesale,2023,2024,5.0,5.0,8.0,5.0,2.0,28.0,6.0,67.0,3.0,7.0
SE5564415882,Saniflex Aktiebolag,Go ahead,Wholesale,2024,2025,5.0,5.0,8.0,5.0,2.0,28.0,6.0,67.0,3.0,7.0
SE5564503711,Ptc Sweden AB,Take caution,Computer Software,2023,2024,4.0,4.0,5.0,16.0,2.0,47.0,6.0,37.0,2.0,7.0
SE5564503711,Ptc Sweden AB,Take caution,Computer Software,2024,2025,4.0,4.0,5.0,16.0,2.0,47.0,6.0,37.0,2.0,7.0
SE5564940368,Pall Norden AB,Do not source,Wholesale,2023,2024,6.0,6.0,4.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5564940368,Pall Norden AB,Do not source,Wholesale,2024,2025,6.0,6.0,4.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5564940368,Pall Norden AB,Do not source,Wholesale,2022,2023,6.0,6.0,6.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5564988425,Recipharm AB,Take caution,Business Services,2023,2024,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
SE5564988425,Recipharm AB,Take caution,Business Services,2024,2025,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
SE5564988425,Recipharm AB,Take caution,Business Services,2022,2023,3.0,3.0,3.0,9.0,3.0,58.0,6.0,33.0,2.0,6.0
SE5564995099,Polypeptide Laboratories Holding (Ppl) AB,Take caution,Business Services,2023,2024,4.0,4.0,0.0,13.0,4.0,54.0,6.0,33.0,2.0,7.0
SE5564995099,Polypeptide Laboratories Holding (Ppl) AB,Take caution,Business Services,2024,2025,4.0,4.0,0.0,13.0,4.0,54.0,6.0,33.0,2.0,7.0
SE5564995099,Polypeptide Laboratories Holding (Ppl) AB,Take caution,Business Services,2022,2023,4.0,4.0,4.0,13.0,4.0,54.0,6.0,33.0,2.0,7.0
SE5565067948,Colly Flowtech AB,Go ahead,Wholesale,2023,2024,6.0,6.0,4.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5565067948,Colly Flowtech AB,Go ahead,Wholesale,2024,2025,6.0,6.0,4.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5565735940,Vattenfall Power Management Aktiebolag,Go ahead,"Banking, Insurance & Financial Services",2023,2024,3.0,1.0,0.0,31.0,0.0,25.0,6.0,44.0,2.0,6.0
SE5565735940,Vattenfall Power Management Aktiebolag,Go ahead,"Banking, Insurance & Financial Services",2024,2025,3.0,1.0,0.0,13.0,0.0,43.0,6.0,44.0,2.0,6.0
SE5565860920,Bwt Pharma & Biotech AB,Go ahead,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,4.0,3.0,33.0,5.0,20.0,6.0,47.0,3.0,7.0
SE5565860920,Bwt Pharma & Biotech AB,Go ahead,"Industrial, Electric & Electronic Machinery",2024,2025,5.0,4.0,2.0,33.0,5.0,20.0,6.0,47.0,3.0,7.0
SE5566274204,Axway Nordic AB,Go ahead,Computer Software,2023,2024,4.0,3.0,5.0,16.0,2.0,47.0,6.0,37.0,2.0,7.0
SE5566274204,Axway Nordic AB,Go ahead,Computer Software,2024,2025,4.0,3.0,5.0,16.0,2.0,47.0,6.0,37.0,2.0,7.0
SE5566274204,Axway Nordic AB,Go ahead,Computer Software,2022,2023,4.0,3.0,4.0,16.0,4.0,47.0,6.0,37.0,2.0,7.0
SE5567131106,Neo4j Sweden AB,Do not source,Computer Software,2023,2024,4.0,4.0,5.0,16.0,3.0,47.0,6.0,37.0,2.0,7.0
SE5567131106,Neo4j Sweden AB,Do not source,Computer Software,2024,2025,4.0,4.0,5.0,16.0,2.0,47.0,6.0,37.0,2.0,7.0
SE5567581805,Apotek Produktion & Laboratorier AB,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
SE5567671523,Inpac AB,Go ahead,Food & Tobacco Manufacturing,2023,2024,4.0,5.0,3.0,40.0,3.0,27.0,6.0,33.0,2.0,6.0
SE5567671523,Inpac AB,Go ahead,Food & Tobacco Manufacturing,2024,2025,4.0,5.0,3.0,40.0,3.0,27.0,6.0,33.0,2.0,6.0
SE5568518954,Implement Consulting Group Malmoe AB,Take caution,Business Services,2023,2024,5.0,3.0,5.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
SE5568518954,Implement Consulting Group Malmoe AB,Take caution,Business Services,2024,2025,5.0,3.0,8.0,5.0,3.0,51.0,6.0,44.0,3.0,7.0
SE5568554199,Nicapac AB,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,5.0,4.0,5.0,33.0,5.0,20.0,6.0,47.0,3.0,7.0
SE5568554199,Nicapac AB,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,5.0,4.0,3.0,33.0,5.0,20.0,6.0,47.0,3.0,7.0
SE5568721244,Hamilton Nordic AB,Go ahead,Wholesale,2023,2024,5.0,6.0,8.0,5.0,3.0,28.0,6.0,67.0,3.0,7.0
SE5568721244,Hamilton Nordic AB,Go ahead,Wholesale,2024,2025,5.0,6.0,8.0,5.0,3.0,28.0,6.0,67.0,3.0,7.0
SE5568721244,Hamilton Nordic AB,Go ahead,Wholesale,2022,2023,5.0,6.0,5.0,5.0,5.0,28.0,6.0,67.0,3.0,7.0
SE5568922727,Clean Utility Technology AB,Go ahead,Wholesale,2023,2024,6.0,7.0,5.0,23.0,7.0,23.0,6.0,54.0,3.0,7.0
SE5568922727,Clean Utility Technology AB,Go ahead,Wholesale,2024,2025,6.0,7.0,5.0,23.0,7.0,23.0,6.0,54.0,3.0,7.0
SE5569769457,Antaros Medical AB,Take caution,Biotechnology and Life Sciences,2023,2024,5.0,3.0,7.0,5.0,3.0,51.0,6.0,44.0,3.0,7.0
SE5569769457,Antaros Medical AB,Take caution,Biotechnology and Life Sciences,2024,2025,5.0,3.0,7.0,5.0,3.0,51.0,6.0,44.0,3.0,7.0
SE5569769457,Antaros Medical AB,Take caution,Biotechnology and Life Sciences,2022,2023,5.0,3.0,5.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
SE5590468632,Olink Proteomics AB,Do not source,Biotechnology and Life Sciences,2023,2024,5.0,4.0,8.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
SE5590468632,Olink Proteomics AB,Do not source,Biotechnology and Life Sciences,2024,2025,5.0,5.0,8.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
SE5592354343,Formteknik Group Anderstorp AB,Take caution,Wholesale,2023,2024,6.0,6.0,4.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5592354343,Formteknik Group Anderstorp AB,Take caution,Wholesale,2024,2025,6.0,6.0,4.0,23.0,6.0,23.0,6.0,54.0,3.0,7.0
SE5592836950,Roar Holdco AB,Take caution,"Banking, Insurance & Financial Services",2023,2024,4.0,4.0,2.0,25.0,2.0,27.0,6.0,48.0,2.0,6.0
SE5592836950,Roar Holdco AB,Take caution,"Banking, Insurance & Financial Services",2024,2025,4.0,4.0,9.0,5.0,1.0,47.0,6.0,48.0,2.0,6.0
SE5592836950,Roar Holdco AB,Take caution,"Banking, Insurance & Financial Services",2022,2023,4.0,4.0,4.0,25.0,4.0,27.0,6.0,48.0,2.0,6.0
SE5594071622,Kellyocg Sweden AB,Do not source,Business Services,2023,2024,5.0,3.0,7.0,5.0,4.0,51.0,5.0,44.0,3.0,7.0
SE5594071622,Kellyocg Sweden AB,Do not source,Business Services,2024,2025,5.0,5.0,7.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
SG197800138C,Advanex (Singapore) Pte. Ltd.,Take caution,Wholesale,2023,2024,4.0,4.0,4.0,33.0,4.0,20.0,5.0,47.0,3.0,7.0
SG197800138C,Advanex (Singapore) Pte. Ltd.,Take caution,Wholesale,2024,2025,5.0,5.0,4.0,23.0,7.0,23.0,5.0,54.0,3.0,7.0
SG197900380K,Baumann Spring CO. (S) Pte. Ltd.,Go ahead,Metals & Metal Products,2023,2024,4.0,4.0,3.0,33.0,5.0,20.0,5.0,47.0,3.0,7.0
SG197900380K,Baumann Spring CO. (S) Pte. Ltd.,Go ahead,Metals & Metal Products,2024,2025,4.0,4.0,3.0,33.0,5.0,20.0,5.0,47.0,3.0,7.0
SG198803689D,MFS Technology (S) PTE LTD,Go ahead,Wholesale,2023,2024,5.0,6.0,4.0,16.0,6.0,30.0,5.0,54.0,3.0,7.0
SG198803689D,MFS Technology (S) PTE LTD,Go ahead,Wholesale,2024,2025,5.0,6.0,4.0,16.0,6.0,30.0,5.0,54.0,3.0,7.0
SG198905059N,Omni Mold Ltd.,Go ahead,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,4.0,3.0,42.0,5.0,25.0,5.0,33.0,2.0,6.0
SG198905059N,Omni Mold Ltd.,Go ahead,"Industrial, Electric & Electronic Machinery",2024,2025,4.0,4.0,3.0,42.0,5.0,25.0,5.0,33.0,2.0,6.0
SG199002645H,Flex Limited,Go ahead,"Industrial, Electric & Electronic Machinery",2024,2025,5.0,5.0,4.0,12.0,5.0,47.0,5.0,41.0,3.0,7.0
SG199002645H,Flex Limited,Go ahead,"Industrial, Electric & Electronic Machinery",2025,2026,5.0,5.0,4.0,12.0,5.0,47.0,5.0,41.0,3.0,7.0
SG199400013D,Kuehne + Nagel Pte. Ltd.,Go ahead,"Transport, Freight & Storage",2023,2024,7.0,10.0,10.0,24.0,6.0,35.0,5.0,41.0,2.0,6.0
SG199400013D,Kuehne + Nagel Pte. Ltd.,Go ahead,"Transport, Freight & Storage",2024,2025,7.0,10.0,10.0,24.0,6.0,35.0,5.0,41.0,2.0,6.0
SI5316804,"SIBO G. Razvoj in proizvodnja embalaze, d.o.o. v angleskem jeziku: SIBO GROUP Packaging Development and Production LTD",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,0.0,3.0,55.0,1.0,12.0,5.0,33.0,4.0,7.0
SI5316804,"SIBO G. Razvoj in proizvodnja embalaze, d.o.o. v angleskem jeziku: SIBO GROUP Packaging Development and Production LTD",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,0.0,3.0,55.0,1.0,12.0,5.0,33.0,4.0,7.0
SI5316804,"SIBO G. Razvoj in proizvodnja embalaze, d.o.o. v angleskem jeziku: SIBO GROUP Packaging Development and Production LTD",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,4.0,0.0,4.0,55.0,4.0,12.0,5.0,33.0,4.0,7.0
SI5673658,Brinox Inzeniring D.O.O.,Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,3.0,1.0,2.0,33.0,1.0,20.0,5.0,47.0,3.0,7.0
SI5673658,Brinox Inzeniring D.O.O.,Take caution,"Industrial, Electric & Electronic Machinery",2024,2025,3.0,1.0,2.0,33.0,1.0,20.0,5.0,47.0,3.0,7.0
SK31560784,HBM Pharma s.r.o.,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,1.0,0.0,9.0,2.0,58.0,4.0,33.0,2.0,6.0
SK31560784,HBM Pharma s.r.o.,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,1.0,0.0,9.0,2.0,58.0,4.0,33.0,2.0,6.0
SK44112548,Stevanato Group International a. s.,Go ahead,Wholesale,2023,2024,5.0,5.0,0.0,15.0,8.0,31.0,4.0,54.0,3.0,7.0
SK44112548,Stevanato Group International a. s.,Go ahead,Wholesale,2024,2025,5.0,5.0,0.0,15.0,8.0,31.0,4.0,54.0,3.0,7.0
TH0215548001335,TN Rayong CO LTD,Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,3.0,2.0,33.0,6.0,20.0,5.0,47.0,3.0,7.0
TH0215548001335,TN Rayong CO LTD,Take caution,"Industrial, Electric & Electronic Machinery",2024,2025,4.0,3.0,2.0,33.0,5.0,20.0,5.0,47.0,3.0,7.0
TW28684877,"Bora Pharmaceuticals Co., Ltd.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,3.0,3.0,9.0,3.0,58.0,5.0,33.0,2.0,6.0
TW28684877,"Bora Pharmaceuticals Co., Ltd.",Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,1.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
US042209186,Thermo Fisher Scientific Inc.,Go ahead,"Industrial, Electric & Electronic Machinery",2023,2024,6.0,7.0,6.0,17.0,6.0,44.0,5.0,39.0,3.0,7.0
US042209186,Thermo Fisher Scientific Inc.,Go ahead,"Industrial, Electric & Electronic Machinery",2024,2025,6.0,7.0,4.0,17.0,7.0,44.0,5.0,39.0,3.0,7.0
US042729386,Repligen Corporation,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,0.0,3.0,10.0,3.0,55.0,5.0,35.0,3.0,6.0
US042729386,Repligen Corporation,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,0.0,2.0,10.0,2.0,55.0,5.0,35.0,3.0,6.0
US120288940L,"Wheels, Incorporated",Do not source,Business Services,2023,2024,5.0,4.0,5.0,5.0,5.0,35.0,5.0,60.0,3.0,8.0
US120288940L,"Wheels, Incorporated",Do not source,Business Services,2024,2025,5.0,4.0,7.0,5.0,4.0,35.0,5.0,60.0,3.0,8.0
