composite_key,supplier_number_name,supplier_key,supplier_name,coupa_name,coupa_supplier_id,coupa_supplier_number,coupa_supplier_name,coupa_created_at,coupa_created_by,coupa_updated_at,coupa_updated_by,coupa_supplier_commodity,coupa_tax_id,coupa_primary_contact_email,coupa_primary_contact_phone_work,coupa_primary_pontact_phone_mobile,coupa_primary_contact_phone_fax,coupa_primary_contact_first_name,coupa_primary_contact_last_name,coupa_primary_address_street1,coupa_primary_address_street2,coupa_primary_address_city,coupa_primary_address_state,coupa_primary_address_postal_code,coupa_primary_address_country,coupa_vat_id,coupa_primary_address_tax_country,coupa_invoice_matching_level,coupa_po_method,coupa_po_change_method,coupa_po_email,coupa_supplier_payment_terms_code,coupa_supplier_payment_terms,coupa_supplier_shipping_terms_code,coupa_supplier_shipping_terms,coupa_vendor_account_group,coupa_supplier_owner,coupa_preferred_supplier,coupa_parent_company_supplier_number,coupa_content_groups,coupa_parent_company_id,coupa_parent_company_name,coupa_supplier_tag,moodys_bvd_id,moodys_company_name,moodys_status,moodys_closing_date_last_avail_year,moodys_nom_last_avail_year,moodys_financial_risk,moodys_last_closing_year
MOODYS_DE2110144744-COUPA_40608,40608 - SARTORIUS-STEDIM BIOTECH GMBH ,40608,SARTORIUS-STEDIM BIOTECH GMBH ,40608,9148,40608,SARTORIUS-STEDIM BIOTECH GMBH ,2019-06-14 09:22:49,sftp_integration@coupa.com,2026-02-19 08:28:45,BVVK,Moody's supplier,DE253347135,Customer.OrderNordic@Sartorius.com,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,AUGUST-SPINDLER-STR. 11,Moody's supplier,GÖTTINGEN,Moody's supplier,37079,DE,DE253347135,DE,3-way,email,email,Customer.OrderNordic@Sartorius.com,F045,F045 Invoice Date + 45 days,EXW,EXW Ex works,NNLE,RLHG,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0396 NN Invest 4 A/S DK,Moody's supplier,Moody's supplier,SSIMS,DE2110144744,Sartorius Stedim Biotech GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_DE7070252644-COUPA_51812,51812 - OPTIMA PHARMA GMBH ,51812,OPTIMA PHARMA GMBH ,51812,12778,51812,OPTIMA PHARMA GMBH ,2019-06-14 09:36:54,sftp_integration@coupa.com,2026-02-25 11:08:58,sftp_integration@coupa.com,Moody's supplier,DE811566758,KARINA.RIEDEL@OPTIMA-PACKAGING.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,OTTO-HAHN-STRASSE 1,Moody's supplier,SCHWÄBISCH HALL,Moody's supplier,74523,DE,DE811566758,DE,3-way,email,email,spare-parts-sha@optima-packaging.com,F045,F045 Invoice Date + 45 days,EXW,EXW Ex works,NNLE,YOIJ,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0010 NN Pharma Belgium BE;0010 NN Pharma Belgium BE Purchasing;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing;0497 NN Manufacturing US;0497 NN Manufacturing US Purchasing;0498 NN Italian Holding IT;0498 NN Italian Holding IT Purchasing;0490 Catalent Indiana US;0491 Catalent Anagni IT,Moody's supplier,Moody's supplier,IES,DE7070252644,OPTIMA pharma GmbH,Active,2025-12-31,12,Take caution,2025
MOODYS_DE8170731806-COUPA_46889,46889 - VOLKSWAGEN AG ,46889,VOLKSWAGEN AG ,46889,234107,46889,VOLKSWAGEN AG ,2021-08-23 18:33:27,sftp_integration@coupa.com,2025-11-05 14:10:39,sftp_integration@coupa.com,Moody's supplier,DE115235681,VW@VOLKSWAGEN.DE,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,WOLFSBURG,Moody's supplier,DEUTSCHLAND,Moody's supplier,38436,DE,DE115235681,DE,3-way,email,email,VW@VOLKSWAGEN.DE,X111,X111 Special Conditions,DDP,DDP Delivered duty paid,NNLE,DKJH,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK,Moody's supplier,Moody's supplier,Moody's supplier,DE8170731806,Volkswagen Financial Services AG,Active,2023-12-31,12,Take caution,2023
MOODYS_DE8230034330-COUPA_1173015,1173015 - RKT - Rodinger Kunststoff Technik GmbH,1173015,RKT - Rodinger Kunststoff Technik GmbH,1173015,41346,1173015,RKT - Rodinger Kunststoff Technik GmbH,2019-06-14 13:49:36,sftp_integration@coupa.com,2025-12-29 09:40:23,CDBK,Moody's supplier,DE133707875,x-novo@rkt.de,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Ernst-Abbe-StraBe 3,Moody's supplier,Roding,Moody's supplier,93426,DE,DE133707875,DE,3-way,email,email,x-novo-orders@rkt.de,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNAF,LZNG,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0069 NN Region China CN;0069 NN China - STJ CN;0069 NN China - STJ CN Purchasing,Moody's supplier,Moody's supplier,SSIMS,DE8230034330,RKT Rodinger Kunststoff- Technik GmbH,Active,2024-12-31,12,Do not source,2024
MOODYS_CN49231PC-COUPA_52400,"52400 - WUXI APPTEC (SHANGHAI) CO., LTD. ",52400,"WUXI APPTEC (SHANGHAI) CO., LTD. ",52400,151023,52400,"WUXI APPTEC (SHANGHAI) CO., LTD. ",2019-07-23 10:03:55,sftp_integration@coupa.com,2026-01-06 10:53:49,IMDN,Moody's supplier,Moody's supplier,customer_service@wuxiapptec.com,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,288 FUTE ZHONG ROAD,Moody's supplier,SHANGHAI,Moody's supplier,200131,CN,Moody's supplier,CN,3-way,email,email,customer_service@wuxiapptec.com,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,AHJF,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK,Moody's supplier,Moody's supplier,Moody's supplier,CN49231PC,"Wuxi Apptec Co., Ltd.",Active,2024-12-31,12,Go ahead,2024
MOODYS_FR321716847-COUPA_31788,31788 - SPS MEDICAL ,31788,SPS MEDICAL ,31788,10397,31788,SPS MEDICAL ,2019-06-14 09:29:49,sftp_integration@coupa.com,2026-01-13 12:51:43,IMDN,Moody's supplier,FR68321716847,max.baruch@spsmedical.fr,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,5 RUE DE MONTIGNY,Moody's supplier,COULOMMIERS,Moody's supplier,77627,FR,FR68321716847,FR,3-way,email,email,sps.orders@spsmedical.fr,C030,"C030 10 days -1%, 30 days net",EXW,EXW Ex works,NNLE,ILBN,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,FR321716847,SPS Medical,Active,2024-06-30,12,Take caution,2024
MOODYS_GB03560679-COUPA_50206,50206 - ALEXANDER MANN SOLUTIONS LIMITED ,50206,ALEXANDER MANN SOLUTIONS LIMITED ,50206,10836,50206,ALEXANDER MANN SOLUTIONS LIMITED ,2019-06-14 09:31:29,sftp_integration@coupa.com,2026-01-06 10:57:31,IMDN,Moody's supplier,GB744492612,REMITTANCES@ALEXMANN.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,2ND FLOOR,Moody's supplier,LONDON,Moody's supplier,EC2M 5TQ,GB,GB744492612,GB,3-way,email,email,REMITTANCES@ALEXMANN.COM,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,IUSU,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0003 NN Pharma GmbH DE;0008 NN Sweden SE;0012 NN Pharma SA ES;0018 NN Limited GB;0039 NN Australia AU;0054 NN Indonesia ID;0057 NN Russia RU;0058 Aldaph SPA DZ;0059 NN France Sales FR;0073 NN Montes Claros MOC BR;0083 NN Brazil BR;0303 NN Mexico MX;0322 NN Health Care CH;0341 NN Colombia SAS CO;0354 NN Serbia and Montenegro RS;0357 NN Pakistan PK;0358 NN Bangladesh BD;0369 NN Oper (BAOS) MY;0438 Novo Nordisk Denmark A/S DK;0003 NN Pharma GmbH DE Purchasing;0008 NN Sweden SE Purchasing;0012 NN Pharma SA ES Purchasing;0018 NN Limited GB Purchasing;0054 NN Indonesia ID Purchasing;0057 NN Russia RU Purchasing;0059 NN France Sales FR Purchasing;0073 NN Montes Claros MOC BR Purchasing;0083 NN Brazil BR Purchasing;0303 NN Mexico MX Purchasing;0322 NN Health Care CH Purchasing;0341 NN Colombia SAS CO Purchasing;0358 NN Bangladesh BD Purchasing;0369 NN Oper (BAOS) MY Purchasing;0018 Oxford Research Centre GB;0018 Oxford Research Centre GB Purchasing;0039 NN Australia AU Purchasing;0058 Aldaph SPA DZ Purchasing;0354 NN Serbia and Montenegro RS Purchasing;0357 NN Pakistan PK Purchasing;0438 Novo Nordisk Denmark A/S DK Purchasing;0058 Aldaph SPA Blida DZ;0446 NN Research Centre Oxford GB;0446 NN Research Centre Oxford GB Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GB03560679,Alexander Mann Group Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_SE5564128451-COUPA_30741,30741 - MICLEV AB ,30741,MICLEV AB ,30741,2713,30741,MICLEV AB ,2019-06-12 16:42:51,sftp_integration@coupa.com,2026-01-06 10:56:13,IMDN,Moody's supplier,SE556412845101,CSERVICE@MICLEV.SE,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,EKONOMIGATAN 4,Moody's supplier,LIMHAMN-MALMÖ,Moody's supplier,216 13,SE,SE556412845101,SE,3-way,email,email,cservice@miclev.se,F045,F045 Invoice Date + 45 days,EXW,EXW Ex works,NNLE,ILBN,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0396 NN Invest 4 A/S DK,Moody's supplier,Moody's supplier,SSIMS,SE5564128451,Miclev Medical Products AB,Active,2024-12-31,12,Go ahead,2024
MOODYS_LULB21683-COUPA_29864,29864 - HUSKY INJECTION MOLDING SYSTEMS SA ,29864,HUSKY INJECTION MOLDING SYSTEMS SA ,29864,815,29864,HUSKY INJECTION MOLDING SYSTEMS SA ,2019-06-12 16:34:41,sftp_integration@coupa.com,2025-02-07 15:09:01,sftp_integration@coupa.com,Moody's supplier,LU12640323,FINANCELUX@HUSKY.CA,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,93 ZONE INDUSTRIELLE RIEDGEN,Moody's supplier,DUDELANGE,Moody's supplier,3401,LU,LU12640323,LU,3-way,email,email,LUXSPPS@HUSKY.CA,F045,F045 Invoice Date + 45 days,EXW,EXW Ex works,NNLE,JOKS,Moody's supplier,Moody's supplier,0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0497 NN Manufacturing US;0490 Catalent Indiana US,Moody's supplier,Moody's supplier,IES,LULB21683,Husky Injection Molding Systems,Active,2024-12-31,12,Go ahead,2024
MOODYS_CHCHE108564548-COUPA_32011,32011 - MIKRON SWITZERLAND AG BOUDRY,32011,MIKRON SWITZERLAND AG BOUDRY,32011,13668,32011,MIKRON SWITZERLAND AG BOUDRY,2019-06-14 09:38:22,sftp_integration@coupa.com,2026-02-13 16:52:31,KBPI,Moody's supplier,CHE108564548MWST,FINANCES.MBO@MIKRON.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,ROUTE DU VIGNOBLE 17,Moody's supplier,BOUDRY,Moody's supplier,2017,CH,CHE108564548MWST,CH,3-way,email,email,erpservice.mbo@mikron.com,F045,F045 Invoice Date + 45 days,DDP,DDP Delivered duty paid,NNLE,MGXJ,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0401 NN Prod Sup LLC RU;0401 NN Prod Sup LLC RU Purchasing;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing,Moody's supplier,Moody's supplier,IES,CHCHE108564548,Mikron Switzerland AG,Active,2026-12-31,12,Take caution,2026
MOODYS_CHCHE164655026-COUPA_49862,49862 - HAMILTON STORAGE GMBH ,49862,HAMILTON STORAGE GMBH ,49862,17092,49862,HAMILTON STORAGE GMBH ,2019-06-14 09:43:54,sftp_integration@coupa.com,2025-12-29 09:41:08,sftp_integration@coupa.com,Moody's supplier,CHE164655026MWST,DLOCHER@HAMILTON-STORAGE.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,PARC INDUSTRIAL VIAL 10,Moody's supplier,DOMAT/EMS,Moody's supplier,7013,CH,CHE164655026MWST,CH,3-way,email,email,ales.hs.ch@hamilton-storage.com,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,EDHM,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,CHCHE164655026,Hamilton Storage GmbH,Active,2026-12-31,12,Take caution,2026
MOODYS_FR542101720-COUPA_49278,49278 - MESA FRANCE ,49278,MESA FRANCE ,49278,14968,49278,MESA FRANCE ,2019-06-14 09:40:16,sftp_integration@coupa.com,2025-12-29 09:43:50,sftp_integration@coupa.com,Moody's supplier,FR68542101720,ACCOUNTING-MESAFRANCE@MESALABS.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,2 RUE AUGUSTIN FRESNEL,Moody's supplier,CHASSIEU CEDEX,Moody's supplier,69684,FR,FR68542101720,FR,3-way,email,email,MESAFRANCE@MESALABS.COM,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,ILBN,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing,Moody's supplier,Moody's supplier,SSIMS,FR542101720,Mesa France,Active,2025-03-31,12,Go ahead,2025
MOODYS_SE5568721244-COUPA_46280,46280 - HAMILTON NORDIC AB ,46280,HAMILTON NORDIC AB ,46280,13612,46280,HAMILTON NORDIC AB ,2019-06-14 09:38:17,sftp_integration@coupa.com,2026-01-06 10:55:10,IMDN,Moody's supplier,SE556872124401,INFO.NORDIC@HAMILTONROBOTICS.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,KISTAGÅNGEN 20B,Moody's supplier,KISTA,Moody's supplier,164 40,SE,SE556872124401,SE,3-way,email,email,order.nordic@hamilton.ch,F060,F060 Invoice Date + 60 days,EXW,EXW Ex works,NNLE,EDHM,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0396 NN Invest 4 A/S DK,Moody's supplier,Moody's supplier,SSIMS,SE5568721244,Hamilton Nordic AB,Active,2024-11-30,12,Go ahead,2024
MOODYS_GB06606170-COUPA_42493,42493 - RJW & PARTNERS LTD ,42493,RJW & PARTNERS LTD ,42493,286690,42493,RJW & PARTNERS LTD ,2022-08-27 19:02:48,sftp_integration@coupa.com,2025-10-16 16:52:03,VCNS,Moody's supplier,GB936572985,AD.RIETVELD@RJWPARTNERS.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,THE OLD SAWMILLS,Moody's supplier,ENGLAND,Moody's supplier,EX32 0RN,GB,GB936572985,GB,3-way,email,email,ad.rietveld@rjwpartners.com,F060,F060 Invoice Date + 60 days,EXW,EXW Ex works,NNLE,MLQA,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK,Moody's supplier,Moody's supplier,Moody's supplier,GB06606170,RJW & Partners Limited,Active,2024-12-31,12,Take caution,2024
MOODYS_GBNI041551-COUPA_47826,47826 - ALMAC SCIENCES LTD ,47826,ALMAC SCIENCES LTD ,47826,11726,47826,ALMAC SCIENCES LTD ,2019-06-14 09:34:23,sftp_integration@coupa.com,2026-01-06 10:55:30,IMDN,Moody's supplier,GB782580405,SANDRA.LYLE@ALMACGROUP.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,20 SEAGOE INDUSTRIAL ESTATE,Moody's supplier,CRAIGAVON,Moody's supplier,BT63 5QD,GB,GB782580405,GB,3-way,email,email,SANDRA.LYLE@ALMACGROUP.COM,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,QNOS,Moody's supplier,Moody's supplier,0053 NNI US;0053 NNI US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0439 NNRDUS Inc. US;0439 NNRDUS Inc. US Purchasing ;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GBNI041551,Almac Group Limited,Active,2024-09-30,12,Take caution,2024
MOODYS_FR421780826-COUPA_1331218,1331218 - APR Ingénierie ,1331218,APR Ingénierie ,1331218,167732,1331218,APR Ingénierie ,2019-12-19 16:04:01,sftp_integration@coupa.com,2025-12-29 09:41:25,MTSI,Moody's supplier,FR91421780826,pierre.angilbert@gmail.com,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,72 rue Pierre Louguet,Moody's supplier,SAINT JEAN DE BRAYE,Moody's supplier,45800,FR,FR91421780826,FR,3-way,email,email,pierre.angilbert@gmail.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing,Moody's supplier,Moody's supplier,am,FR421780826,A P R Ingenierie,Active,2022-12-31,12,Take caution,2022
MOODYS_GB03671574-COUPA_1241337,1241337 - PROPHARMA GROUP MIS LTD ,1241337,PROPHARMA GROUP MIS LTD ,1241337,66744,1241337,PROPHARMA GROUP MIS LTD ,2019-06-14 16:01:38,sftp_integration@coupa.com,2025-08-05 17:29:37,MTSI,Moody's supplier,GB697830282,ACCOUNTS@PI-ARM.CO.UK,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,OLLIVER,Moody's supplier,RICHMOND,Moody's supplier,DL10 5HX,GB,GB697830282,GB,3-way,email,email,ACCOUNTS@PI-ARM.CO.UK,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0018 NN Limited GB;0018 NN Limited GB Purchasing;0018 Oxford Research Centre GB,Moody's supplier,Moody's supplier,Moody's supplier,GB03671574,Propharma Group MIS Limited,Active,2023-12-31,12,Do not source,2023
MOODYS_DK32885527-COUPA_43960,43960 - SOLTECH APS ,43960,SOLTECH APS ,43960,16612,43960,SOLTECH APS ,2019-06-14 09:43:11,sftp_integration@coupa.com,2025-09-05 13:08:01,BVVK,Moody's supplier,DK32885527,INVOICE@SOLTECH.DK,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,MÅLØV VÆRKSTEDSBY 69 - 73,Moody's supplier,MÅLØV,Moody's supplier,2760,DK,DK32885527,DK,3-way,email,email,INFO@SOLTECH.DK,F030,F030 Invoice Date + 30 days,CPT,CPT Carriage paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0073 NN Montes Claros MOC BR;0073 NN Montes Claros MOC BR Purchasing,Moody's supplier,Moody's supplier,am,DK32885527,Soltech ApS,Active,2025-06-30,12,Take caution,2025
MOODYS_DK41470119-COUPA_18995,18995 - POUL JOHANSEN MASKINER A/S ,18995,POUL JOHANSEN MASKINER A/S ,18995,5276,18995,POUL JOHANSEN MASKINER A/S ,2019-06-12 16:53:55,sftp_integration@coupa.com,2026-02-04 23:47:44,Moodys.Connector,Moody's supplier,DK41470119,PJM@PJM.DK,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,ØVANGSVEJ 1,Moody's supplier,FÅREVEJLE,Moody's supplier,4540,DK,DK41470119,DK,3-way,email,email,order@pjm.dk,F030,F030 Invoice Date + 30 days,CPT,CPT Carriage paid,NNLE,Moody's supplier,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing;0497 NN Manufacturing US;0490 Catalent Indiana US,Moody's supplier,Moody's supplier,IES,DK41470119,Poul Johansen Maskiner A/S,Active,2024-09-30,12,Take caution,2024
MOODYS_CHCHE102064313-COUPA_16052,16052 - SCHOTT PHARMA SCHWEIZ AG ,16052,SCHOTT PHARMA SCHWEIZ AG ,16052,1154,16052,SCHOTT PHARMA SCHWEIZ AG ,2019-06-12 16:36:09,sftp_integration@coupa.com,2026-01-15 14:54:20,VCNS,Moody's supplier,CHE102064313MWST,ildiko.sandor@schott.com,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,ST. JOSEFEN-STRASSE 20,Moody's supplier,ST. GALLEN,Moody's supplier,9000,CH,CHE102064313MWST,CH,3-way,email,email,ildiko.sandor@schott.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0069 NN Region China CN;0069 NN China - STJ CN;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing,Moody's supplier,Moody's supplier,SSIMS,CHCHE102064313,SCHOTT Pharma Schweiz AG,Active,2026-12-31,12,Take caution,2026
MOODYS_GBOC300277-COUPA_54499,54499 - L.E.K. CONSULTING LLP ,54499,L.E.K. CONSULTING LLP ,54499,223652,54499,L.E.K. CONSULTING LLP ,2021-04-29 17:03:10,sftp_integration@coupa.com,2025-01-17 15:52:35,IMDN,Moody's supplier,GB867829754,L.Finance@lek.com,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,"NOVA SOUTH, 160 VICTORIA STREET,",Moody's supplier,LONDON,Moody's supplier,SW1E 5LB,GB,GB867829754,GB,3-way,email,email,L.Finance@lek.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0031 NN Japan KFA JP;0322 NN Health Care CH;0322 NN Health Care CH Purchasing;0031 NN Japan HQ JP;0031 NN Japan HQ JP Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GBOC300277,L.E.K. Consulting LLP,Active,2025-03-31,12,Take caution,2025
MOODYS_LULB25789-COUPA_29880,29880 - SANISURE S.A. ,29880,SANISURE S.A. ,29880,7767,29880,SANISURE S.A. ,2019-06-12 17:18:18,sftp_integration@coupa.com,2025-12-29 09:44:28,VCNS,Moody's supplier,LU17431048,ACCOUNTING@CELLON.LU,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,16 RUE HEIERCHEN,Moody's supplier,BASCHARAGE,Moody's supplier,4940,LU,LU17431048,LU,3-way,email,email,CustomerService-EU@SaniSure.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,LULB25789,SanisSure S.A.,Active,2023-12-31,12,Take caution,2023
MOODYS_DE8170686749-COUPA_52544,52544 - ELLA BIOTECH GMBH ,52544,ELLA BIOTECH GMBH ,52544,156893,52544,ELLA BIOTECH GMBH ,2019-09-25 15:33:56,sftp_integration@coupa.com,2026-02-24 10:03:23,Moodys.Connector,Moody's supplier,DE814140054,INFO@ELLABIOTECH.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,AM KLOPFERSPITZ 19,Moody's supplier,PLANEGG,Moody's supplier,82152,DE,DE814140054,DE,3-way,email,email,INFO@ELLABIOTECH.COM,F030,F030 Invoice Date + 30 days,EXW,EXW Ex works,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE8170686749,ELLA Biotech GmbH Gesellschaft fuer angewandte Biotechnologie,Active,2023-12-31,12,Take caution,2023
MOODYS_GB05803359-COUPA_43889,43889 - FUJIFILM DIOSYNTH BIOTECHNOLOGIES ,43889,FUJIFILM DIOSYNTH BIOTECHNOLOGIES ,43889,10679,43889,FUJIFILM DIOSYNTH BIOTECHNOLOGIES ,2019-06-14 09:30:54,sftp_integration@coupa.com,2026-01-16 10:50:02,System Management,Moody's supplier,GB986563363,FDBKACCTSPAYABLE@FUJIFILM.COM,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,BELASIS AVENUE,Moody's supplier,BILLINGHAM,Moody's supplier,TS23 1LH,GB,GB986563363,GB,3-way,email,email,FDBKACCTSPAYABLE@FUJIFILM.COM,F030,F030 Invoice Date + 30 days,EXW,EXW Ex works,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GB05803359,Fujifilm Diosynth Biotechnologies UK Limited,Active,2025-03-31,12,Go ahead,2025
MOODYS_CN9400271359-COUPA_1305259,1305259 - 基因生物技术国际贸易（上海）有限公司北京分公司 ,1305259,基因生物技术国际贸易（上海）有限公司北京分公司 ,1305259,101372,1305259,基因生物技术国际贸易（上海）有限公司北京分公司 ,2019-06-15 11:35:57,sftp_integration@coupa.com,2025-12-03 13:09:58,IMDN,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,北京市西城区广安门外大街248号1号楼1612室,Moody's supplier,BJ,Moody's supplier,Moody's supplier,CN,Moody's supplier,CN,3-way,email,email,huanghaijie@genecompany.com,F030,F030 Invoice Date + 30 days,DAP,DAP Del.at Place-excl.unloading,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0381 NN China R&D CN;0381 NN China R&D CN Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,CN9400271359,"Gene biotechnology international trading (shanghai) co., ltd. beijing branch",Active,2017-12-31,12,Take caution,2017
